Unnamed: 0,artist_name,track_uri,track_name,name,danceability,energy,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,track_href,genres,78-92bpm,92-101bpm,101-110bpm,110-120bpm,120-128bpm,128-140bpm,140-154bpm,154-170bpm,A#_Bb-Key,A-Key,B-Key,C#_Db-Key,C-Key,D#_Eb-Key,D-Key,E-Key,F#_Gb-Key,F-Key,G#_Ab-Key,G-Key,1-time-sign,3-time-sign,4-time-sign,5-time-sign
10,Russ,4DqCB4QBJv8ESudmYG5L1f,The Stakeout,xx,1,0,1,0,0,0,0,1,160.106,https://api.spotify.com/v1/tracks/4DqCB4QBJv8ESudmYG5L1f,hawaiian_hip_hop rap,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
11,G-Eazy,76cdpJtbucm5LkjJ073uwP,Think About You,xx,1,0,0,1,0,0,0,0,95.154,https://api.spotify.com/v1/tracks/76cdpJtbucm5LkjJ073uwP,indie_pop_rap oakland_hip_hop pop pop_rap rap,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
12,G-Eazy,3sz2fvkHUhBip8r9i8HqeV,Down For Me,xx,0,0,0,0,0,0,0,0,95.848,https://api.spotify.com/v1/tracks/3sz2fvkHUhBip8r9i8HqeV,indie_pop_rap oakland_hip_hop pop pop_rap rap,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13,G-Eazy,3eqfEoBJPQDlUZQzOP0cly,Complete,xx,0,0,0,1,0,0,0,0,144.099,https://api.spotify.com/v1/tracks/3eqfEoBJPQDlUZQzOP0cly,indie_pop_rap oakland_hip_hop pop pop_rap rap,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
14,6LACK,2QUkDpFgjXHcilqVkjixEe,Bless Me,xx,0,0,0,0,0,0,0,0,86.766,https://api.spotify.com/v1/tracks/2QUkDpFgjXHcilqVkjixEe,alternative_r&b atl_hip_hop hip_hop melodic_rap r&b rap trap,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15,Russ,4nqdlZEyfCTE6vqm58XTrI,Fallin' Too,xx,1,0,0,0,0,0,0,0,85.016,https://api.spotify.com/v1/tracks/4nqdlZEyfCTE6vqm58XTrI,hawaiian_hip_hop rap,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16,Russ,6zSxEM73OmSnvpvoAH1luE,The Game,xx,0,0,0,1,0,0,0,0,78.881,https://api.spotify.com/v1/tracks/6zSxEM73OmSnvpvoAH1luE,hawaiian_hip_hop rap,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
17,Khalid,52Qu0no0NBho3zyRmjlsHn,Another Sad Love Song,xx,1,0,0,0,0,0,0,0,107.014,https://api.spotify.com/v1/tracks/52Qu0no0NBho3zyRmjlsHn,pop pop_r&b,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20,Josh Garrels,5qninDC32ywn4sOtBwwACO,Farther Along,art class,0,0,0,0,0,0,1,0,92.999,https://api.spotify.com/v1/tracks/5qninDC32ywn4sOtBwwACO,acoustic_pop ccm christian_indie indie_folk indiecoustica indy_indie roots_worship stomp_and_holler worship,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
21,Ethan Pierce,3D2cU7LmuH7UCTSOa1bhai,Dark Skies,art class,0,0,0,1,1,0,0,0,116.314,https://api.spotify.com/v1/tracks/3D2cU7LmuH7UCTSOa1bhai,unknown,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
22,Paramore,3QCNDusgteS3LdSpjLZdli,We Are Broken,art class,0,0,0,1,0,0,0,0,140.956,https://api.spotify.com/v1/tracks/3QCNDusgteS3LdSpjLZdli,candy_pop pixie pop_emo pop_punk,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
23,Brandi Carlile,6iqAJh3X8bf94eo4reme5L,That Wasn't Me,art class,0,0,0,1,1,0,0,0,135.257,https://api.spotify.com/v1/tracks/6iqAJh3X8bf94eo4reme5L,acoustic_pop folk indie_folk lilith modern_folk_rock neo_mellow new_americana,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24,The Avett Brothers,3h5AZDf5z7D18plaLtHTfi,Murder in the City,art class,0,0,0,1,1,0,0,0,106.026,https://api.spotify.com/v1/tracks/3h5AZDf5z7D18plaLtHTfi,indie_folk new_americana north_carolina_indie north_carolina_roots pop_rock progressive_bluegrass stomp_and_holler,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
25,The Gospel Whiskey Runners,5dr2wzx5W8nOwg94jhSL6U,Hold On,art class,0,0,0,1,0,0,0,0,83.982,https://api.spotify.com/v1/tracks/5dr2wzx5W8nOwg94jhSL6U,christian_indie,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26,Gregory Alan Isakov,3Kj2EWpIBnvETsYq4cq0IH,Big Black Car,art class,0,0,0,1,1,0,0,0,110.044,https://api.spotify.com/v1/tracks/3Kj2EWpIBnvETsYq4cq0IH,indie_folk pop_folk stomp_and_flutter stomp_and_holler,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
27,Brandi Carlile,14tdoqjGs1mgjFFfif7rnC,Pride and Joy,art class,0,0,0,1,1,0,0,0,168.739,https://api.spotify.com/v1/tracks/14tdoqjGs1mgjFFfif7rnC,acoustic_pop folk indie_folk lilith modern_folk_rock neo_mellow new_americana,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28,Ethan Pierce,16MBeatIRzToaR5fXmtnxA,I Wish,art class,0,0,0,0,1,0,0,0,148.923,https://api.spotify.com/v1/tracks/16MBeatIRzToaR5fXmtnxA,unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
29,Big Deal,6KiIA9uXsAunLmj3nXywlz,Dream Machines,Random Tunes,0,0,0,1,0,1,1,0,103.078,https://api.spotify.com/v1/tracks/6KiIA9uXsAunLmj3nXywlz,nu_gaze,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
31,Ty Segall,5vEE1d5gkv3pgfZyppLeX8,Girlfriend,Random Tunes,0,1,1,0,0,0,0,0,138.022,https://api.spotify.com/v1/tracks/5vEE1d5gkv3pgfZyppLeX8,alternative_rock bay_area_indie blues_rock freak_folk garage_psych garage_rock indie_garage_rock indie_rock modern_rock neo-psychedelic noise_pop oc_indie punk_blues,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
32,Jay Reatard,6qOwmc4uXXMmZY2D5XOaBJ,My Shadow,Random Tunes,0,1,1,0,0,0,0,0,97.489,https://api.spotify.com/v1/tracks/6qOwmc4uXXMmZY2D5XOaBJ,action_rock garage_pop garage_psych garage_punk garage_rock indie_garage_rock indie_punk indie_rock memphis_indie noise_pop punk_blues,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
34,Lilys,4V7qsMQofyrOYszxNROzmA,With Candy,Random Tunes,0,1,0,1,0,0,1,0,127.969,https://api.spotify.com/v1/tracks/4V7qsMQofyrOYszxNROzmA,alternative_pop dream_pop gbvfi lo-fi lo-fi_indie noise_pop nu_gaze shoegaze,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
35,My Epic,0bEAqcYuBxpXgdfEqHErn5,alone,Random Tunes,0,0,0,0,1,0,1,0,155.063,https://api.spotify.com/v1/tracks/0bEAqcYuBxpXgdfEqHErn5,christian_hardcore christian_metal christian_rock progressive_post-hardcore,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
36,Dr. Dog,2UQ6qQ7GOawkJ38rWtatn4,Heart It Races - Dr. Dog Version,Random Tunes,0,0,0,1,1,0,1,1,98.62,https://api.spotify.com/v1/tracks/2UQ6qQ7GOawkJ38rWtatn4,indie_folk indie_pop indie_rock modern_folk_rock modern_rock philly_indie stomp_and_holler,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37,The Middle East,7KjshuVvYwFlunnMSPSTrM,Land of the Bloody Unknown,Random Tunes,0,0,0,1,0,0,0,0,133.299,https://api.spotify.com/v1/tracks/7KjshuVvYwFlunnMSPSTrM,australian_indie australian_indie_folk chamber_pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
38,Wavves,0rjO7Gbz4PTbj08FdLPzSU,Dog,Random Tunes,0,0,0,1,0,0,0,0,113.932,https://api.spotify.com/v1/tracks/0rjO7Gbz4PTbj08FdLPzSU,indie_garage_rock indie_punk indie_rock indie_surf lo-fi modern_rock noise_pop noise_rock nu_gaze san_diego_indie surf_punk,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
39,Wavves,4XFYnfBxhRtVvR2hllhqup,Everything Is My Fault,Random Tunes,0,0,0,1,0,1,1,0,125.962,https://api.spotify.com/v1/tracks/4XFYnfBxhRtVvR2hllhqup,indie_garage_rock indie_punk indie_rock indie_surf lo-fi modern_rock noise_pop noise_rock nu_gaze san_diego_indie surf_punk,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
40,Surfer Blood,46229uDbjzfzq0jawwawcp,Swim,Random Tunes,0,1,0,1,0,0,1,0,122.026,https://api.spotify.com/v1/tracks/46229uDbjzfzq0jawwawcp,chillwave indie_rock indie_surf noise_pop,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
41,Nude Pop,1JkgPYwPNnAssXLVCP9km9,A Dream,Random Tunes,0,1,0,1,0,1,0,0,159.961,https://api.spotify.com/v1/tracks/1JkgPYwPNnAssXLVCP9km9,etherpop,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
42,Nude Pop,71umcNuUm2Edj0dTmTh2WU,Lurker,Random Tunes,0,1,0,0,0,1,1,0,86.946,https://api.spotify.com/v1/tracks/71umcNuUm2Edj0dTmTh2WU,etherpop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
43,Twenty One Pilots,4RdRa3qq0GBSKjomxrkh5K,Guns For Hands,Random Tunes,0,1,1,1,0,0,0,0,129.963,https://api.spotify.com/v1/tracks/4RdRa3qq0GBSKjomxrkh5K,modern_rock rock,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
44,Twenty One Pilots,70Cp0ukCMyWeJML77NGERU,Semi-Automatic,Random Tunes,1,0,1,0,0,0,0,0,105.017,https://api.spotify.com/v1/tracks/70Cp0ukCMyWeJML77NGERU,modern_rock rock,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
45,Foster The People,5Fli1xRi01bvCjsZvKWro0,Houdini,Random Tunes,0,1,1,1,0,0,0,1,110.024,https://api.spotify.com/v1/tracks/5Fli1xRi01bvCjsZvKWro0,indietronica modern_alternative_rock modern_rock pop_rock rock,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
46,Foster The People,2UyWClHKt6fut3IpS2tJiR,Waste,Random Tunes,0,0,0,1,0,0,0,1,125.976,https://api.spotify.com/v1/tracks/2UyWClHKt6fut3IpS2tJiR,indietronica modern_alternative_rock modern_rock pop_rock rock,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
47,Houses,6MOqASyUNmA1Q2I1pcmztK,Soak It Up,Random Tunes,0,0,0,1,0,1,0,0,103.006,https://api.spotify.com/v1/tracks/6MOqASyUNmA1Q2I1pcmztK,chillwave,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
48,Future Islands,5waH4K1bmTMlikre01uqKi,Balance,Random Tunes,0,1,0,1,0,1,1,0,154.908,https://api.spotify.com/v1/tracks/5waH4K1bmTMlikre01uqKi,alternative_dance baltimore_indie chillwave indie_rock modern_rock,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
49,Atlas Sound,33jDWSi3Dvb12xfojksReF,Shelia,Random Tunes,0,0,0,1,1,1,1,0,118.213,https://api.spotify.com/v1/tracks/33jDWSi3Dvb12xfojksReF,art_pop atlanta_indie chillwave freak_folk garage_psych indie_rock modern_dream_pop noise_pop,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
50,Atlas Sound,2e3KUBfcAwAyQtgbeUBKob,Walkabout (W/ Noah Lennox),Random Tunes,0,1,0,1,0,0,0,0,121.977,https://api.spotify.com/v1/tracks/2e3KUBfcAwAyQtgbeUBKob,art_pop atlanta_indie chillwave freak_folk garage_psych indie_rock modern_dream_pop noise_pop,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
51,Ben Folds,5xDJfkWp8ufjxjJ6HDb100,You Don't Know Me (featuring Regina Spektor) - Explicit Album Version,Random Tunes,1,0,1,1,1,0,0,1,87.081,https://api.spotify.com/v1/tracks/5xDJfkWp8ufjxjJ6HDb100,permanent_wave piano_rock pop_rock,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
52,AJ Davila,39nuen7KA36Bk76h0UKAPC,Ya Sé,Random Tunes,0,1,1,1,0,1,1,0,130.905,https://api.spotify.com/v1/tracks/39nuen7KA36Bk76h0UKAPC,puerto_rican_indie,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
53,Real Estate,0ZwlxoHAnvkCRjsOrHAleU,Talking Backwards,Random Tunes,0,1,0,1,0,1,0,0,150.782,https://api.spotify.com/v1/tracks/0ZwlxoHAnvkCRjsOrHAleU,art_pop chillwave dreamo freak_folk indie_pop indie_rock lo-fi modern_rock new_jersey_indie noise_pop,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
54,Bass Drum of Death,3YdC9oQEHaLT6FEdnRdbtq,Nerve Jamming,Random Tunes,0,1,1,0,0,0,0,0,94.494,https://api.spotify.com/v1/tracks/3YdC9oQEHaLT6FEdnRdbtq,garage_pop indie_garage_rock mississippi_indie modern_alternative_rock noise_pop popgaze,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
55,The Knocks,06cu3EF2msKUEy0kCaY8tR,Kiss The Sky (feat. Wyclef Jean),boat,0,1,1,1,0,0,1,0,100.015,https://api.spotify.com/v1/tracks/06cu3EF2msKUEy0kCaY8tR,alternative_dance edm indie_poptimism indietronica modern_rock nu_disco tropical_house vapor_soul,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
56,THEY.,64aJ5HFvhIqHchQKTzyCEd,Motley Crew - Whiiite Remix,boat,1,1,1,0,0,0,1,0,105.022,https://api.spotify.com/v1/tracks/64aJ5HFvhIqHchQKTzyCEd,alternative_r&b r&b trap_soul underground_hip_hop,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
57,Dua Lipa,5eTNdkstwKaNahHf41fJ9u,Hotter Than Hell,boat,0,1,1,0,0,0,0,0,110.127,https://api.spotify.com/v1/tracks/5eTNdkstwKaNahHf41fJ9u,dance_pop pop uk_pop,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
58,Calle 13,1q8NdCAQ9QUjpYiqzdd3mv,Atrévete-Te-Te,spanish jams,1,1,0,1,0,0,1,1,87.991,https://api.spotify.com/v1/tracks/1q8NdCAQ9QUjpYiqzdd3mv,latin latin_afrobeat latin_alternative latin_hip_hop puerto_rican_rock rap_conciencia reggaeton rock_en_espanol,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
59,Xtreme,0muI8DpTEpLqqibPm3sKYf,Te Extraño - Bachata Version,spanish jams,1,0,1,0,1,0,0,1,129.921,https://api.spotify.com/v1/tracks/0muI8DpTEpLqqibPm3sKYf,bachata latin tropical,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
60,Xtreme,30N3gwqiuFlHa7FBCiK1Nl,"Shorty, Shorty",spanish jams,1,0,0,1,0,0,0,1,124.994,https://api.spotify.com/v1/tracks/30N3gwqiuFlHa7FBCiK1Nl,bachata latin tropical,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
61,Camila,15AbuFJdFrbINydSMSqVhV,Aléjate de Mí,spanish jams,0,0,0,0,0,0,0,0,145.772,https://api.spotify.com/v1/tracks/15AbuFJdFrbINydSMSqVhV,latin latin_arena_pop latin_pop,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
65,Camila,6rCyXpDwlMf1GH2qlpjJWv,Abrázame,spanish jams,0,0,0,1,0,0,0,0,150.936,https://api.spotify.com/v1/tracks/6rCyXpDwlMf1GH2qlpjJWv,latin latin_arena_pop latin_pop,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
66,Camila,28Ct4qwkQXY2W5yyNCLuVI,Coleccionista de Canciones,spanish jams,0,0,0,1,0,0,0,0,142.308,https://api.spotify.com/v1/tracks/28Ct4qwkQXY2W5yyNCLuVI,latin latin_arena_pop latin_pop,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
68,Aventura,5I76YtdZkFQReVgKppRd78,Mi Corazoncito,spanish jams,1,0,0,0,0,0,0,1,133.035,https://api.spotify.com/v1/tracks/5I76YtdZkFQReVgKppRd78,bachata bachata_dominicana latin latin_hip_hop latin_pop trap_latino tropical,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
69,Maná,1A7KzKilAbUieIhQMtLWkY,Lluvia al corazón,spanish jams,0,0,0,1,0,0,0,0,119.891,https://api.spotify.com/v1/tracks/1A7KzKilAbUieIhQMtLWkY,latin latin_arena_pop latin_pop latin_rock mexican_pop mexican_rock rock_en_espanol,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
71,Maná,2JBs412fpVUuzIaIp3CyIs,Bendita Tu Luz,spanish jams,1,0,1,1,0,0,0,0,115.992,https://api.spotify.com/v1/tracks/2JBs412fpVUuzIaIp3CyIs,latin latin_arena_pop latin_pop latin_rock mexican_pop mexican_rock rock_en_espanol,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
72,Maná,4C2zOFgrXxfNGNpYQWIcaH,Labios Compartidos,spanish jams,0,1,1,0,0,0,0,0,162.058,https://api.spotify.com/v1/tracks/4C2zOFgrXxfNGNpYQWIcaH,latin latin_arena_pop latin_pop latin_rock mexican_pop mexican_rock rock_en_espanol,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
73,Santana,2WoqgtWEBbbBKMDN6Becs7,Corazon Espinado,spanish jams,0,0,0,0,0,1,0,1,119.959,https://api.spotify.com/v1/tracks/2WoqgtWEBbbBKMDN6Becs7,blues_rock classic_rock mexican_classic_rock,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
74,Maná,0Pjsm4AaJGPOXHoB6xCgJB,Mariposa traicionera,spanish jams,1,0,1,0,1,0,0,1,101.143,https://api.spotify.com/v1/tracks/0Pjsm4AaJGPOXHoB6xCgJB,latin latin_arena_pop latin_pop latin_rock mexican_pop mexican_rock rock_en_espanol,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
75,Maná,3G9RQLOSjsXVUDyQSv2PQR,Vivir sin aire,spanish jams,0,0,0,1,0,0,0,0,132.31,https://api.spotify.com/v1/tracks/3G9RQLOSjsXVUDyQSv2PQR,latin latin_arena_pop latin_pop latin_rock mexican_pop mexican_rock rock_en_espanol,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
77,Young Boss,5IbMUI4rcWtXlq83UWqTcQ,Go Girl,spanish jams,1,0,0,1,0,0,0,1,115.004,https://api.spotify.com/v1/tracks/5IbMUI4rcWtXlq83UWqTcQ,dance_pop latin miami_hip_hop pop pop_rap,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
78,Pitbull,7snK1sf3ZHxahCYpFy1aJ8,Bojangles (Remix),spanish jams,1,0,0,1,0,0,0,0,108.071,https://api.spotify.com/v1/tracks/7snK1sf3ZHxahCYpFy1aJ8,dance_pop latin miami_hip_hop pop pop_rap,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
79,Pitbull,3b2Dm0jdnbiD29SLROeLkU,Ay Chico (Lengua Afuera),spanish jams,1,0,0,0,0,0,0,1,117.987,https://api.spotify.com/v1/tracks/3b2Dm0jdnbiD29SLROeLkU,dance_pop latin miami_hip_hop pop pop_rap,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
80,Pitbull,57h06nfYP6aHNjkPMSwkqr,Fuego,spanish jams,1,0,0,1,0,0,0,0,135.055,https://api.spotify.com/v1/tracks/57h06nfYP6aHNjkPMSwkqr,dance_pop latin miami_hip_hop pop pop_rap,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
81,Ivy Queen,4zK05ecddIq3vfd08Aqi8y,La Vida Es Así,spanish jams,0,0,0,1,0,0,1,0,156.109,https://api.spotify.com/v1/tracks/4zK05ecddIq3vfd08Aqi8y,latin latin_hip_hop rap_latina reggaeton trap_latino tropical,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
82,Elvis Crespo,7JIjUx3GsL0upxmNJacmtz,Suavemente,spanish jams,1,1,1,1,0,0,0,1,124.052,https://api.spotify.com/v1/tracks/7JIjUx3GsL0upxmNJacmtz,dominican_pop latin latin_pop tropical,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
83,Celia Cruz,7nflSbrgBCitUnW4psdR7a,La Negra Tiene Tumbao,spanish jams,1,1,1,0,0,0,0,1,110.726,https://api.spotify.com/v1/tracks/7nflSbrgBCitUnW4psdR7a,cha-cha-cha cuban_rumba latin mambo musica_tradicional_cubana salsa tropical,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
84,Monchy & Alexandra,3mx8WfEOjeUB1a0fpFxQmi,Dos Locos,spanish jams,1,0,0,0,0,0,0,1,129.99,https://api.spotify.com/v1/tracks/3mx8WfEOjeUB1a0fpFxQmi,bachata bachata_dominicana latin tropical,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
85,Monchy & Alexandra,44ayrb3kbN6jwX9WWdoTcV,Perdidos,spanish jams,1,0,1,0,1,0,0,1,129.922,https://api.spotify.com/v1/tracks/44ayrb3kbN6jwX9WWdoTcV,bachata bachata_dominicana latin tropical,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
