dataset_index,track_uri
1683,4XE98WRGbBGRZ7jQ9wIwFt
155,2YNTdxrhOvKX1gZgf4NrMy
743,7mVSR3bCgEM9P4ed41SPOW
1358,54cWVWqgyFukgDKQYmaKM3
2029,5fXlyeTtG6Q9gnyxPFBk4l
1642,4PFAm88FBkY7IFtvCaGctZ
2239,4uxVdPtssxA5DipzyZB9LQ
2359,3ZBu8Cm48RcsqYAxfHDogR
284,7o9OVmPIE0oGbxP67WiT5r
1363,4YMQXzscifAREG0a7KNGhB
1197,22wKQbMH8n7wZfso2VcLJL
1865,7wZtIGsr1acUjLQMPIpM9A
1990,2hUFjIbpKaRqs97OjUAmXb
128,3ZHRiFQZaJXRvnhUt43pqO
205,53WV5mAY2opmFC0r0LjRdM
742,4FNVmJmwFsrayTvjUk1eG0
1569,4Hff1IjRbLGeLgFgxvHflk
1666,4W5xLazldaVUOdckG0vJ2t
1541,34aYkYrY3sXhEU9O4VQgtB
1835,6srpczSEgGgBEsYsxD8oDR
1963,3NDPcoeno6oasqi6Hs75Ax
1308,5axOkQnmQmwtjr4bv1Xt7i
1355,2AQq1I0LiIgfJ7vVLptvy8
541,0v9Wz8o0BT8DU38R4ddjeH
1304,1AJx5jJQy9pKKxcnHm85RY
974,7zIxcV689lVTl924lAf9Kn
2246,0X0Lz7LwpiIWcdGqVWaxXD
553,5iUQMwxUPdJBFeGkePtM66
164,2A17f6I4fh6GqYX0J8noGr
2038,5eLpZ8zv4yncE0RFZlRpD2
177,6TofPmzTTfCXt2KEERgkMn
1237,3gZUflBBfgS3QiTSTg0hk0
1163,1UWRGR9ZnFP0UAIB1VX9ZB
1025,4ACxa9buEUnOdYEoPcnMpi
1802,3ydXDfJ7hRPAKePR1l0IGZ
2281,5PuLygJruA4KfhDVuKSZYS
2001,4ZlAB5Ki4A5KgHuGNriWNg
2002,72vsd9IEBIonmvIY7TEjXK
1505,1uXbwHHfgsXcUKfSZw5ZJ0
511,0golpXYIyNhpxz9GH1MMTR
1611,0Ud8Gu7XyqU3jzfsWd9fn3
315,5dEaQCUCJIQyJs5qVZYXOC
1241,2SiXAy7TuUkycRVbbWDEpo
144,1BCLtk5xX8H8tdD51hbJ2k
182,6GAemDMWAXa8wZOBkO1gar
446,4wTChU0tU44TAMC0xcQizi
625,3jY3ocFiQiWRmRUrpGsqF0
23,6iqAJh3X8bf94eo4reme5L
828,5MUvVmyKD6bBY0XDeWZjJJ
732,5fCxl609046LL8q6Ib5xaY
876,7DhYjNLksXZhbRQeheAums
700,1SoY5RSAqa8Z1Usz9LpAqT
1774,5y1iInKBJiE9Qfi4eKOal9
1991,70oK6ePjILgOuBUzRDOfCR
702,5Xc0N7o6JNUhrHi7ultPZS
1488,4STCTQ1h0VuWfvDyhGOxkv
2268,63FrXif0Pdu4NAPvTh87mw
663,2RcfeD1kA09Kjj6twD6eGs
909,7sT08ys9gXDvYNyTP80zvs
1603,7oOOI85fVQvVnK5ynNMdW7
1108,3QntQwzIBV704yqCHLLmyH
294,51WmZon5S6BHKhjsummGIK
601,4z8sz6E4YyFuEkv5o7IJni
1654,595rq7QWOSaAnnPX7OZVca
1982,6lWT2iiPfzUiqFMNyFnR4b
245,7hqAdo1Wig886zA2jPDupG
429,3tZm76otWH20xzJC7icHCk
125,7nAvryV9PVCt9PQGPx7I0z
2212,5zOUeD2a4lOU9V4FxsuGEO
2320,0XHGKdViVybbZKqEZ2tXqV
1591,3Dwq1oiOFys6Sxr5SslmXw
1494,3QiAAp20rPC3dcAtKtMaqQ
1436,2oxM8K1cYoMmSjOw2kcWrY
422,3MgUWXXlvgUqXYHVws2EIW
1912,4bJbSERtCqK9D6DRUPMmMh
211,0F02KChKwbcQ3tk4q1YxLH
2068,0qOnSQQF0yzuPWsXrQ9paz
1019,4odiyU3myG29Ld0wurMfE8
552,6fwdbPMwP1zVStm8FybmkO
391,6NayIkUhQX2HEixCmvbKvY
730,2BjUvisO4UVAtTHs4lYiqu
2102,0BCPKOYdS2jbQ8iyB56Zns
871,1RIhd7jjWDQwSKsbxxGArN
2185,6PyLw3l6ndolBrTPQp3Ibm
1415,3RDcUlLGp3SLp2AmUbUbls
1446,0mJbuGt59wWGa5QzxuW0xN
868,5YJ4BVvTFmVCxUyhKejHfR
1475,3HvaLbg8WgbFSG9V6Cby5a
1462,3i8rN4goJfBRqWTJRSj674
268,31L9yLXSj6LpCFupyMV6CR
551,43C2Q0wSw19wkIfwbDjbIb
1285,1KLIzFQTGeHD3DBhF7uhYs
1915,0hCB0YR03f6AmQaHbwWDe8
1253,4gphxUgq0JSFv2BCLhNDiE
487,4UIWa5IBrL2Fx9Z1nOB9TL
992,4fazGt0v2v2zkzddQOcDZD
1595,5LABCxgmP7DATATIJXOh6n
2364,4RnCPWlBsY7oUDdyruod7Y
1299,00wBRJMvirudkGVbU3t2bm
1009,7zQRF2pG5pty9sck6L6hF4
1987,4bk6v5SBxNoVsbOvdOvUAJ
331,3VZmChrnVW8JK6ano4gSED
1532,0kr6d8wHDQPlzuET33NVn6
2314,3cDHC7RFgsbfbw245hxrCg
1000,0eEVNYdzmuZZPFzfTokhXv
2226,3jmrIQTRL9ea0Xv4yCvJEJ
744,3fR0qvNve4KHzVVLKFJUsf
1074,7nnIbg5MvyIceuuRzwFZjk
762,2kaENEd8VHzHxgYAYfCNCZ
840,6j0teRL3WdExzqmy334sh5
311,59FBFyeST1vqN8G41YgFS6
413,4RqUEAv0YXitpXVDbf6nD7
358,3mbcW1KDbnkdgjq03JHiQ6
1267,3dvhNq0P4rNaFqmj21jKF5
969,4SVLlDIeY6w5axpMVhy0qH
2048,3CVPyuuD6HxWXgPbbGqbg6
901,7LABrQFfRYcZUqUwng0Heb
344,1cy5US2dffz6QGBAIzOGkq
199,7G7ao6iFuNIn2k9cZhO5lP
309,4wAjmojVxc6Wbeca9XvnDo
1395,2K87XMYnUMqLcX3zvtAF4G
1679,16tU7M0qquqkou1MnipA9h
1421,1VCHNbal0VtE2plMRzvoho
183,5FHXxdJeq1iAE9PjDTEgyd
1824,44PelqgstAM0lb8rHPKfHq
2367,4zKE3RlC6pCCDH7YJpCGPK
2022,5XMjXjwCkJVmk0AHm7z8IV
1951,5s10CwwYyagouc8HEWkPIT
1623,0jx8zY5JQsS4YEQcfkoc5C
1607,7a0mPDySTtLmgE3NoIBNJp
2368,7xsLvTLqXL5pY9IfYyyB8r
1504,6ELFcF8Wke9n2y6iWWTZU7
547,6LTsvaebP6V9tJFvZxqi5M
1524,5iyE2d4U3Vc5cqY9mPTlpy
657,0b1eBCCgA7kg9SwtLZxhol
2058,2CP2xY3OA1adUgFW0lVwhw
319,54wWoqaydioPQmKEFi8IC3
1288,1GJexZ0cM0B4tA7VJxyhgy
1732,5PQmSHzWnlgG4EBuIqjac2
631,4pqr2uLq1CHNSaIeciJpEv
1035,5fcRaiktOXuGauXlTfumSY
236,3bYYrC2lo0krPYuESCyfUe
514,2oBidqrsAh6fbShOhikBdv
1204,5mDh6k9zZ21jP66JxiDsom
2340,1mMLMZYXkMueg65jRRWG1l
2236,2GrVUoeeOWhsbeL4sZFpn4
1579,68NsOuum1AegLDhOIr2ADL
808,6nqRSVkHIlEAlgsE2i9APx
770,0i2jSWCwjjOVzfnvJJ2Sii
1412,6JLcz9UGiVxAmEZXlCucn5
1283,5qRLxhonsUt3MNEiPMSDza
1472,1hCbZv2f90LZbtYynkg7aZ
1468,5MZb6PQHTn9mS3yGcJMWjs
1612,7ofgPlilLgcw6G7fd2zNpT
129,0LlxZrQx7Ji0086Dj8rb4e
1352,6vs5XrxdpfsvD31EBjZ2nY
2034,6NDt5z8GKIHub37hBQ4x18
1132,7LfTMbUWpmsucYcU9aLDM5
2080,4t5ZKs0xMESWicljP2uBEl
1066,7bJIdqzs2ARwxqoeJYo3qQ
254,1Bqxj0aH5KewYHKUg1IdrF
975,6dlpABcXrQKRU9G00i6Zba
696,3US6iSyLP2uS07gjjU2ZkG
1451,3GQnWBLRh9GiaP34RlbTbK
1103,68TUAeelb7c3wzfMNPOjmG
578,2ANLarE8yHVsLWW21nj79M
665,7pe4BMS4P5NpJgMrHNchT1
983,7m2g1kKuF7Tre2PzjK3Lnh
2312,2J15PPaHQZrOnxCc2Pi9vr
96,0u4N6w5lBw5xMrzJitRWUo
354,3O4s2m47MFhnGqmpkjoKYk
902,6bUNEbXT7HovLW6BgPCBsb
1455,4sBvRSGYdjXhm4yBpB61m5
937,7sqK6f8dHVx3Q1GjFrVyGl
718,07C34boco6foHD6VOGB3ec
1900,7y9dOOkTIQJhii7DOGdA2Z
2144,5IFCyWplye09HytIP80RCF
891,0wQCKR9OFjYu5Kzrk7WivJ
1870,5igmAy750NCJWK1yBhkqxT
223,53DB6LJV9B8sz0p1s6tlGS
2335,7JYsArznYOjX2jsrT3UEnL
1520,3Cx4yrFaX8CeHwBMReOWXI
1817,0SHYBsRLsmRc2oVet4QcGm
589,3vgNmjuRDnGLxUFGCLkwpm
1062,7wZZoaI2AykMAL4nyYMKv3
2047,5EeZuhVQdnUkpCiknMTeoP
270,0FDzzruyVECATHXKHFs9eJ
944,60A9cgTlUXxO7c2ucnen1x
1792,1jaeMuWDRTOchy12L2tYYw
1495,2randpfoi4pRjpDx5difUk
2324,4xBHZ2Mr0gCdFYXrPZuYXO
2361,1ZAjMknNremJaQX5dORIM0
102,3kP4gBaDZbTd2CEvroYsdf
1953,6rSuL1ViLO7Aljn2WD09s4
1272,2dU7I5Y3TtNYnMnifoRCs1
2316,6T7LTPOm4ZXezSs3bSGiGT
1932,0XGV1bem5W9ICY2rgleryV
1826,6R6ihJhRbgu7JxJKIbW57w
1880,750AGYnlvyMq9KCs3CgDxP
2083,44AyOl4qVkzS48vBsbNXaC
1418,15BlympuVSfZFROojEMY2M
595,0u0TlASkQWH2bGIZRu0HLh
427,2ezqQeBiC72gwMJoO4w1hA
430,7qbHUQWFTROpJac9eKeABa
2072,0WZVGXO8FYpK8v1IDxlOyE
801,2giFTKbsckzRwNlaSJATtM
350,0YL8rCxASTV9uBE9Sur0Ag
1980,5pyyN3d68eSFbwJRT0SIYO
751,5gYILl4h2MvycyX1sC8SMN
273,4Y7XAxTANhu3lmnLAzhWJW
971,1ILtQzEsKALgFVVlbeqCGS
2124,0LnYa8TzSer3DFtbl9F9hu
455,5GRGljFq4d1tRxaXe11ho4
925,6OxmtqWyLcbHIQ6jvrzosc
1701,6aBOKxmTC5VYV8yK5p31WB
1141,7KFUj2MunvS4cbauF04r6w
2059,4fixebDZAVToLbUCuEloa2
701,2LgUF32UKG7qXxEl44Yuje
1796,6X4f2HyaLrwTVi5juD27jY
2098,3gIj6BWtLyURuS2PxZajkg
1850,2bRTv94ezSCAYb04N7siLH
176,5lSSnYTe9Fm2KsHSnybC4F
1629,4sNwdacKyi2S26WrRtNama
369,3BGbqEDio3ocx1v4egIYr6
2344,0TQ9Hf5DwI9crGZSIlq445
2093,55Uw561aRaErlmIG1V1Q2u
1696,37RC87Ce8jeeKmnpYNExhP
1160,0wlFXHlZqVaLd6AInYsmhx
1705,39YYWeLAUCKLJA5ZHMElRL
134,6GDZA5jBIm8L8DQvU1Du57
1554,1venpPIzDTmjPBSVsM1IhB
889,5Jt4zdXTd9y1zxihiNYQI1
851,2O1qYJTA2BI5ypFFqEZhh4
664,1HmA8GlCB4oXADKkSeW51r
259,6XIiqQp6A0gzaIEaDszkZX
1278,5q3U3cXNtPvbBZAL2bKmbO
1161,71V89tJj9CboDyzncO6ZN2
580,59e7E2LMPZ2bhW5G6aCwX8
1244,3vV3cr2TpPqFk07zxYUbla
1233,6grPoklV4nQYAxLsAury9j
340,0M78T1W2eL8DsLgCufoGzM
456,2d8ctyCSbDMwrByGI6Ybpc
2296,2qwUkaQHhl86gI7zPC26P8
862,6XJLkhMp28qQJi8Yq3ARHN
2163,6bySdv7xPpVdJbBRvpe0cs
1882,3IJCSQoLF4YzPAKaxq2JLb
489,5rwq6R0Uq0BngM3rdmCeNg
805,4OnqJ1ml4Jgr5AAKNrrYCD
1020,46lFttIf5hnUZMGvjK0Wxo
1989,08ZuYMwYKdxLrGufv125m0
437,7sDHATTxfsfqMsLxYMZhTo
1757,7r0Wirvj3lK3jK0I8UtRoB
1872,0LSLM0zuWRkEYemF7JcfEE
2086,5qWXXF3On2xUfVu1ND1NLN
2025,4MBTPJod6j1k2mPbPaPFfH
2213,5mxfqn2ztkmtCxUzdFGGg7
1507,3j0oJtPonSYt9f5jHVLb91
1755,1yzbqrSF0vuaO7nuKYSd6f
1854,1DKhNLbprRP2CiK8jxEAOC
1343,3MrRksHupTVEQ7YbA0FsZK
1730,0wmZOCWtc9OfUTkR5isTzi
1441,6zaWWx0Id4YaHKFODpeGtN
934,2bbhyUWJ5VjdfI3P4PRLu2
2264,1O0OuHwJt7uHL4JDT1uZRP
124,2S9ypm9J9HjPcOGEAHrvRL
1961,6wNeKPXF0RDKyvfKfri5hf
2135,7cvkXf3AwPGT041PyOi5VX
1493,0D4ZDFhwclf2FxZb5wm3qm
219,07DWACsD58aEdq6XnDadLh
2257,5vBuxtwitUimHR2gBOnJYR
1270,3G7tRC24Uh09Hmp1KZ7LQ2
405,6kPxXhjSvy8RsmZBAJUiFs
747,6OnS0xygrZT780xxCzJqyY
451,3gHc5XTAywdFQUsHS6DD7G
338,29wJiSQcze8HEmxkUQykyp
1443,7hHFMRzal61868gqdNIFgm
1331,33daQo3S8j2NcJstEHXwhQ
1713,0yORE7Aw2erLpuYlws1SJJ
1346,1NXguUURlFigDpGEcdKVUT
1155,7BSeKFoxuIBnkHEHsWscI9
1257,77uwHn9c6GsqOrVV6JacnJ
1236,5Bw31Vx2QMJEnafoYve8md
321,2bnUATKYS3JykGpZjjlbXV
2060,38iU2jg98IZZEIJPrP7aWD
1632,7hVhRCDV100Jq26NGR7adw
2162,0flZtKtmkZMNqFF7V7Yfmu
184,0301nLjG0ti26rx5ZmfqtP
1874,044tBBCWOlQD4Si1k5wlkC
1614,0ofHAoxe9vBkTCp2UQIavz
1216,208bYsadJ56km31IENM2qS
1933,1We9y0dSphaMHt4owfGWpw
528,2okC0OWtgS86P2LC18IzHy
1756,7ygwrqp14azpcc6y8Pg6bo
1839,6ZFbXIJkuI1dVNWvzJzown
265,40YcuQysJ0KlGQTeGUosTC
733,387wn4cWaWrqfLrzYIp8rB
2006,3dNjUFt6EFU4Gq6Q5vfJqf
1336,4urxRqBRiaH0i20OKBsgxc
2284,3Tu7uWBecS6GsLsL8UONKn
2251,4Uj1pTWXl1U3ruDYOQIaxo
1424,35x6JdLCr4VWWR5ShNoAWo
941,5CdJveJgiGXoGwDFqF6afp
1220,66pxmg3Jhjm09tHoWR1wVR
434,5i3ju2UZ4JUc3K6QBq9vO3
1638,58lK5WuCDHEnPY5jIJ8z9U
39,4XFYnfBxhRtVvR2hllhqup
1604,5lA3pwMkBdd24StM90QrNR
1195,2kWowW0k4oFymhkr7LmvzO
745,6J8KRB88OX9oB5zmh3VxVA
1740,6jYIc1aO9W3W5RYOVFL10c
352,4G14XbZpRGNcMTpxwRHrB2
1651,5ihS6UUlyQAfmp48eSkxuQ
624,7rDjPg4tmTWByDSWyLfBE9
1906,26nKLWXp4l91qxdrOlCEP9
1217,08Wc3X7XNSyF8WYBPt2L8E
1334,5y7NRMui3GLbwj2zBaOqo1
963,0gMX5qfSAKTPFdVQMRyqr6
2333,6dVZCbi9CYtD9LjAHXRjIG
2126,08CkxtXMDT4mYQ0dHwUgL9
1004,2Foc5Q5nqNiosCNqttzHof
380,2VwhoKTOxrfhkpCfIk1FhW
1622,23xpSDpGa9RoGddlT6OTV3
627,0D9JxmmiRFkJrsJ93LwSqK
746,1Gl6X2tCg9956a4LrcXFeX
40,46229uDbjzfzq0jawwawcp
715,5gRUHiPQKr4JNh1cFR50PF
1921,3KhF2YiNpJvGpfiCW45R6D
2133,5nB5bek72WORC5jegCIPNk
2357,37d8O4cIq36tssCoJnhJxg
1522,0XfuvxptNRVoEWp7SaneV8
1827,2BH60iEvnRAWxGGJVRrz8d
930,4OTh5C0EZpYAh44k02eSJN
796,49tqyhwvGuhjFklMq6BMBI
1337,3umZYbgTkZEnZCae8HKqZh
2136,0755vnFQZLSgHHWbR1qCjY
991,2He3NOyqtLNE3RQPpeDdSb
1585,77vDHmiANW3JS2gNN5q7pI
1402,4v1DBjXexqj9YCvGKOWEY1
530,25rc1PFgPvtV6GFSloyOI0
881,37nXsqE1XW0cxOQvIMsmFc
2074,3MOECVkNshqHYTPt5DZcdN
126,12KP3TP0BYKhYWp0H3YXtq
1559,4M88Wd7Aps5LGRWMOC7gSH
504,5qfZRNjt2TkHEL12r3sDEU
2313,6KmnejQFYdWUVUJh6zwEce
98,4waqcUQWdj0yH26STWl2Rq
1834,56KTVYhK9alJMt0N8A1jOK
807,2wibvZtPbMFbZf2lOwnzeK
1786,5I1RLZDjJhUzYH5GrzSoKa
738,3Cygu4ytxgsXL3JzPbQV8E
942,4SF1747p541umnykBp352Q
788,2bd5OLLqIiE4BnU7Wi52K2
334,1oYZm4FC6H2SPwZuHeHQlg
91,5kIcrM3QVD4BQPFMszQnU1
114,0jr6tT2vc4cIFPHb6wufG3
2350,254bXAqt3zP6P50BdQvEsq
49,33jDWSi3Dvb12xfojksReF
1339,21rrpIokftsRDF2StX3TcI
45,5Fli1xRi01bvCjsZvKWro0
373,4XX1pFUkQOZTYp6Hb6a6Ae
955,2bJvI42r8EF3wxjOuDav4r
1509,4JRem7xHp2l0kmUvt9zCKu
1776,1ajMtpXxmsezJwEUJ25cGs
207,3D0vHU0QeUsLfJk9qP0Nje
217,57pUHpCltt09b5w1W6m9qb
1249,3bEIbBCkFaqzvtWjKdQ74c
2187,1bX3phMuQSmIbPyj9qaIzO
1116,6sio3UGjtYpYgg9Ez3Q6os
520,5xwpXWWkfJRqg1S27oVxh4
2170,7JCsYwXLVBz1rdqDwMxKed
258,1c8vJC0kzPNU3gx1ThbfQK
2237,01y5iYLkUGP0MoIsmMhjow
1648,550rQQCGkrTzvp4SfpOPzx
1934,1mB7dCUM7sPyNab6R43nlj
615,4c7KZ53NlI37sWXbaJhPOq
250,7K1QvbTr4KqK8Np5SpFC6S
1849,0b05H1iP6hdx8ue7XQlC5J
86,1YrZktczkzn59XaWXMCYY2
567,2Vo3sVSCltAaYU1u0f9ASz
1887,5v7kaZNsnyByrSJOfO8gKq
827,0B8QzDH7YWih85V5SEMnyJ
1905,5nt7eRlOOJhrsBSrHWiY4I
1782,1kAZE1Wtwg8sd7lCyLUweb
1777,2bhc6XrBDzSNaSObCbGmmo
2175,1pIX7Ec8RnQi01T4UaoHin
616,0oaNUiiRb6cGRYzf0wsqPd
815,0nfyypmdJkatvTeqevtme8
386,0ePS0ih4UzXsEpMdt1kszU
572,6ZziEeo8rdjBeqDE6kFdfD
524,5Rkbnhwkb6oiqq1HQcXirN
2045,3hWxJGRO3noWNCUgv8blO6
714,7j2Y1jgU5ebtNnG26e607k
968,5RhzjsTmeksgv1hXMZFWYY
1351,2zfH2NDPDBDjNaPNJ60lnb
852,0ro5QCkSCtbfhMHnvMase3
607,2bEWRMWfH5n8QEuXgVlcxf
1986,6QOZWUCG5vq4xtU3mW2ZA2
2207,0IKjnHpwV5TnEHADgfk9gQ
131,4br7SWSJzKEidDDlEZ9xwe
1644,1jUA4rb6ZCv4gby4YU53xq
2062,6Zo3wgDE076K2AuiGZF3CS
324,5LkQpbBFgoyQm1jGlznT7p
111,7d05Cx72W1WsWUw7MAD7ia
1663,3GKKCjidbffsVOECWr4eHV
1082,4G29gmjS7Z2nEFeM7FA6wx
141,0KKkJNfGyhkQ5aFogxQAPU
1328,5hheGdf1cb4rK0FNiedCfK
139,5knuzwU65gJK7IF5yJsuaW
2010,3G3EvGRQUgyhn5icKOiiFP
1514,0UgHkodbptL6XQBfT5HOK1
2275,4B4zDmbHdkXZ1wUJv1yKFy
170,3qVD67mL0JxgU0VQVKR52G
2096,2rgtCOVK2tpfao2VjURn84
1359,4ClGNWLK9vZMBtO0CpnyOE
239,0hlou0hEfL2aS9FpJMX2OW
707,5oMKSjKQyYKGSTFgXOWLtF
343,0tKjVEJlX3IZ5L1rEJc5hh
1821,4zHdw56spOQbEk7T3wXs9Q
1764,7aM71oOz09ccJGzsKeIfpx
521,5tc5fqSM2rwgcwGcJUx8U1
1749,4InLm5a9Qtkru6YxEjM4Qc
1635,57nNNkgk768QVXq3uHxu5e
1373,5QTxFnGygVM4jFQiBovmRo
242,73lYI49LhfsscO33ohrGN0
946,1Ogf7FqBhlkt8rLC6tDT2A
266,69uxyAqqPIsUyTO8txoP2M
585,7EOgYEXi2w5SOcNVCjCvzy
1739,7BPVjSTnKJuO4t9IaXgAXT
1661,0IYbYGGVKQGlcaIu9Bs1Iz
1984,3bOfawOrDpk59qq9iuvJdw
2376,4z1O25cq9g2kuJemmUxc21
186,0PDUDa38GO8lMxLCRc4lL1
2307,0hk30xPCTJYupbonCBBNEI
444,6v0WLvjyQT398T4C0eMmKi
1925,55KYlnsC6nYnr3IykbmJwE
994,1Q6oJGLbh2s1OocPyMKkJr
1672,6glsMWIMIxQ4BedzLqGVi4
842,58lknB6kkfcDjMpCfx7rLH
588,5PfTI3zrQbZEWcQdycMqJM
818,0NEBjIdTbeIdEmbrqFqIZR
792,2t34JLaa7IMm07Ut0Z1Vi7
637,2hyO3vvNmG61IJX50IbqNz
592,4GINkVQpXryhLFuLF0mrZw
2283,3eqT34f3rxmm4dR7madDIM
228,7DMWyUXlGvljqCvGA06FII
610,48bo7uexDvAThcRDvEB2W7
1208,4o6BgsqLIBViaGVbx5rbRk
404,1E252QgKGNYBXfwaiXZtZy
1134,1lEk3U3MzbDeL5MNHkE9JU
619,2sJP8a1vd7Yyh3o0IHYpll
1407,6diqWLi9ZLRnbTpd39eCfX
1033,4xwQXoPQP2RJ6j98vgJgVV
376,53Za5vyGc1x7GxgJVRjRKc
281,73y649QhnXdcm6fRdvfraO
46,2UyWClHKt6fut3IpS2tJiR
1021,1I8tHoNBFTuoJAlh4hfVVE
655,0HbdAS6I0TUmNKBZ0ogzEo
1268,7APnOekgYhDyzZLsNHBZ0J
1162,1PdaKQIgSf73iEpojIriau
2366,0L5gFNrzHyh4OhMwEz6DGS
